state,type,max_price,min_price,address,lat,lng,landArea,builtUp,sizeUnit,level1,level2,level3
selangor,sale,4780000,4780000,"Jalan Polo 2, Petaling Jaya, Seri Selangor Polo Club , Kota Damansara, 47810, Selangor",3.1630643,101.5820144,8200,7500,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,1438000,768240,"Setia Warisan Tropika, Sepang, Selangor",2.819829,101.694132,,From 2206 - 2525,,Selangor,Sepang,Adenia
selangor,sale,680000,680000,"Periwinkle,Scarlet, Chimes, Perennia, Wisteria, Penduline, Livia, Jalan Flora 3F, Livia,Bandar Rimbayu,Kota Kemuning, 42500, Selangor",2.9999492,101.5320279,1300,1658,SQUARE_FEET,Selangor,Kota Kemuning,
selangor,sale,700000,700000,"Chimes, Perennia, Penduline, Livia, Scarlet, WisteriaJalan Flora 3E, Chimes , Bandar Rimbayu , Kota Kemuning, 42500, Selangor",,,1650,2179,SQUARE_FEET,Selangor,Telok Panglima Garang,
selangor,sale,1042000,656000,"Setia Warisan Tropika, Sepang, Selangor",2.819829,101.694132,,From 1907 - 2108,,Selangor,Sepang,Belladonna
selangor,sale,3150000,3150000,"Jalan PJU 3/28 Sunway Damanara, 28 Residency Sunway Damansara Petaling Jaya  , 47810, Selangor",3.1433473,101.5996358,4400,5000,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,670000,670000,"Jalan PJU 1a/4a, Ara Damansara, 47310, Selangor",3.112232,101.583676,,1200,SQUARE_FEET,Selangor,Ara Damansara,
selangor,sale,2200000,2200000,"Jalan PJU3/28 , Petaling Jaya, 28 Residency Sunway Damansara, 47810, Selangor",3.1433473,101.5996358,4400,4300,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,0,577000,"Setia Alam, Selangor",3.112499,101.459656,5 acres,From 858 - 1221,,Selangor,Setia Alam,Setia City Residences
selangor,sale,3700000,3700000,"Jalan SHB, Subang Heights, 47500, Selangor",3.064651,101.5598969,5680,5100,SQUARE_FEET,Selangor,Subang Heights,
selangor,sale,1800000,1800000,"Estilo Villa @ Monterey, Jalan Eco Sanctuari, Kota Kemuning, Eco Sanctuary, Kota Kemuning, 42500, Selangor",2.944665,101.541058,3400,3113,SQUARE_FEET,Selangor,Kota Kemuning,
selangor,sale,1600000,1600000,"Regio Villa @ Monterey Jalan Eco Santuari, Eco Sanctuary , 42500, Selangor",2.946374,101.541802,3060,2743,SQUARE_FEET,Selangor,Kota Kemuning,
selangor,sale,0,1023000,"Setia EcoHill, Semenyih, Selangor",2.92556,101.839635,,From 2388 - 2490,,Selangor,Semenyih,Yumena Residences (2 & 2.5 Storey Semi D Homes)
selangor,sale,940000,940000,"CYBERJAYA, SELANGOR , LAKEPOINT RESIDENCE @ CYBERJAYA , 63000, Selangor",2.921318,101.6559349,1540,2750,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,980000,980000,"Pentas 2, Facing Field Pentas 2 Alam Impian,Ukiran,Tari, Selangor",3.024628,101.51608,2125,3088,SQUARE_FEET,Selangor,Alam Impian,
selangor,sale,1100000,1100000,"Cyberjaya, Selangor , Jewel of Grasmere @ Setia Eco Glades, 63000, Selangor",2.921318,101.6559349,1760,2118,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,850000,850000,"Cyberjaya, Selangor , Setia Safiro @ Setia Eco Glades, 63100, Selangor",2.921318,101.6559349,1540,2300,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,2570000,2570000,"Bk8 Irama 2, 47180, Selangor",,,5400,3100,SQUARE_FEET,Selangor,Bandar Kinrara,
selangor,sale,3900000,3900000,"Subang Jaya, Selangor",3.064829,101.562604,5680,6100,SQUARE_FEET,Selangor,Subang Heights,
selangor,sale,1581000,1581000,"Subang Heights , Selangor",3.064829,101.562604,5100,,SQUARE_FEET,Selangor,Subang Heights,
selangor,sale,5500000,5500000,"Subang heights , Selangor",,,7680,7800,SQUARE_FEET,Selangor,Subang Heights,
selangor,sale,2400000,2400000,"Section 12 Petaling jaya, Seksyen 12, 46000, Selangor",3.11322,101.64492,8800,3000,SQUARE_FEET,Selangor,Petaling Jaya,
selangor,sale,645000,645000,"Tropicana Aman, Eco Sanctuary, Twenty-five7, Bandar Rimbayu, 42500, Selangor",2.9467643,101.542398,1170,1665,SQUARE_FEET,Selangor,Kota Kemuning,
selangor,sale,2000000,2000000,"jalan idaman 5, viridian, taman rakan, bandar mahkota cheras, s, Selangor",3.0298219,101.7823074,3480,5900,SQUARE_FEET,Selangor,Bandar Sungai Long,
selangor,sale,980000,980000,"Pentas 2, Selangor",,,2125,3088,SQUARE_FEET,Selangor,Alam Impian,
selangor,sale,897000,788000,"Setia Alamsari, Kajang, Selangor",2.921287,101.803429,,From 1965 - 2022,,Selangor,Kajang,Caressa
selangor,sale,350000,350000,"Jalan Putra Perdana 14, Taman Putra Perdana, 47100, Selangor",2.952958,101.597427,,1010,SQUARE_FEET,Selangor,Puchong,E Island Lake Haven
selangor,sale,1900000,1900000,Selangor,,,,3600,SQUARE_FEET,Selangor,Bandar Sunway,
selangor,sale,0,1978000,"Setia Alamsari, Kajang, Selangor",2.921287,101.803429,,From 3161 - 3881,,Selangor,Kajang,Verdale
selangor,sale,2600000,2600000,"Jalan kenanga, Sierramas West, 47000, Selangor",3.2091153,101.5803522,4498,5400,SQUARE_FEET,Selangor,SierraMas,
selangor,sale,1735000,1735000,"The Rise Emerald West Kota Emerald, Selangor",,,4000,3998,SQUARE_FEET,Selangor,Rawang,
selangor,sale,550000,550000,"Jalan PJU 1a/3, Ara Damansara, 47301, Selangor",3.117936,101.589301,,810,SQUARE_FEET,Selangor,Ara Damansara,Cantara Residences
selangor,sale,0,1590000,"Setia Alamsari, Kajang, Selangor",2.921287,101.803429,,From 3118,,Selangor,Kajang,Verdale - Edence & Florence
selangor,sale,530000,530000,"Bandar Seri Coalfields SENNA, Sungai Buloh, 48020, Selangor",,,,1885,SQUARE_FEET,Selangor,Sungai Buloh,
selangor,sale,550000,550000,"Persiaran Sepang, Cyber 11, Cyberjaya, 63000, Selangor",2.928722,101.634125,,1008,SQUARE_FEET,Selangor,Cyberjaya,Lake Point Residence
selangor,sale,1780000,1780000,"Setia Eco Glades, Cyber 1, Cyberjaya, Selangor , Glades of Westlake @ Cyberjaya , 63100, Selangor",2.9360449,101.6337967,3200,2950,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,0,250000,"Eco Sanctuary, Kota Kemuning, Selangor",2.946012,101.541326,,From 570,,Selangor,Kota Kemuning,Duduk Se.Ruang
selangor,sale,2700000,2700000,"SierraMas sungai buloh, Selangor",,,10476,,SQUARE_FEET,Selangor,SierraMas,
selangor,sale,510000,510000,"Cyberjaya, Persiaran Teknokrat, Selangor, Casabayu, Cyberjaya, 63000, Selangor",,,1650,1819,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,5480000,5480000,"Selangor, 47000, Selangor",,,8650,9500,SQUARE_FEET,Selangor,SierraMas,
selangor,sale,1230000,1230000,"Cyberjaya, Selangor, Isle of Botanica @ Setia Eco Glades, 63000, Selangor",,,1920,2400,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,1280000,1280000,"Cyberjaya, Persiaran APEC, Selangor , Trillium @ Perdana Lakeview, Cyberjaya , 63000, Selangor",2.9263984,101.6570135,2880,3645,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,1790000,1790000,"Persiaran Semarak Api, Cyberjaya, Selangor , Setia Marina,Charm Of Nusantara @ Setia Eco Glades, 63100, Selangor",2.9328431,101.6428374,3485,3220,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,928100,928100,"LAKESIDE, CYBERJAYA, 63000, SELANGOR , LAKE SIDE RESIDENCE @ CYBERJAYA , 63000, Selangor",2.910366,101.6696601,1680,3000,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,1250000,1250000,"Damansara Jaya Petaling Jaya, Selangor",,,1610,2200,SQUARE_FEET,Selangor,Petaling Jaya,
selangor,sale,2830000,2830000,"Persiaran Tropicana, Tropicana, 47410, Selangor",3.131459,101.594504,,2600,SQUARE_FEET,Selangor,Tropicana,Tropicana Grande
selangor,sale,820000,820000,"Jalan PJS 8/15, Bandar Sunway, 46150, Selangor",3.079051,101.612571,,1300,SQUARE_FEET,Selangor,Bandar Sunway,Greenfield Residence
selangor,sale,740000,740000,"Jalan PJS 8/15, Bandar Sunway, 46150, Selangor",3.079051,101.612571,,1130,SQUARE_FEET,Selangor,Bandar Sunway,Greenfield Residence
selangor,sale,610000,610000,"jalan anggun, Templer Residence Rawang, 48000, Selangor",3.3234398,101.541222,1680,1909,SQUARE_FEET,Selangor,Rawang,
selangor,sale,0,3170000,"Eco Sanctuary, Kota Kemuning, Selangor",2.945766,101.541358,56x85 - 80x125,From 3288 - 6075,,Selangor,Kota Kemuning,Grandezza @ Eco Sanctuary
selangor,sale,3000000,3000000,"Jalan Casabella, 3/11, Petaling Jaya, Casabella Kota Damansara Petaling Jaya, 47810, Selangor",3.1473237,101.5711927,4000,5315,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,4800000,4800000,,3.1298494,101.5843094,9750,6800,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,0,1671000,"Eco Grandeur, Bandar Puncak Alam, Selangor",3.225879,101.456076,,From 2959 - 3466,,Selangor,Bandar Puncak Alam,Norton Garden Bungalow
selangor,sale,1050000,1050000,"Jalan SS7/26A, Petaling Jaya, 47301, Selangor",3.106622,101.595794,,1572,SQUARE_FEET,Selangor,Petaling Jaya,Sapphire Paradigm
selangor,sale,1240000,1240000,"Changkat Bukit Utama, Bukit Utama 1, 47800, Selangor",3.150584,101.604312,,2286,SQUARE_FEET,Selangor,Bandar Utama,9 Bukit Utama Condominium
selangor,sale,998000,998000,"Jalan Lagoon Selatan, Sunway South Quay, 47500, Selangor",3.062741,101.608744,,1184,SQUARE_FEET,Selangor,Bandar Sunway,Sunway GeoLake Residences
selangor,sale,0,499000,"Eco Grandeur, Bandar Puncak Alam, Selangor",3.225879,101.456076,1000 sq. ft.,From 1001 - 1109,,Selangor,Bandar Puncak Alam,Regent Garden Co-Home
selangor,sale,1053000,1053000,"Jalan SS7/26A, Petaling Jaya, 47301, Selangor",3.106622,101.595794,,1572,SQUARE_FEET,Selangor,Petaling Jaya,Sapphire Paradigm
selangor,sale,1850000,1850000,"Sejati Residence, 63000, Selangor, Sejati Residence, Cyberjaya, 63000, Selangor",2.9129361,101.6402849,3358,3848,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,840000,840000,"Cyberjaya, Selangor, Setia Safiro @ Setia Eco Glades, 63000, Selangor",2.921318,101.6559349,1400,2000,SQUARE_FEET,Selangor,Cyberjaya,
selangor,sale,4000000,3400000,"Templer Park, Rawang, Selangor",3.301027,101.641705,23.88 acres,From 4335 - 4516,,Selangor,Rawang,Amantara - Alila & Ayana
selangor,sale,3500000,3500000,"Seri Pilmoor, Banyan 2, Selangor",,,4413,4628,SQUARE_FEET,Selangor,Ara Damansara,
selangor,sale,1400000,1400000,"Taman Jenderam harmoni , Selangor",,,4799,2714,SQUARE_FEET,Selangor,Dengkil,
selangor,sale,1300000,1300000,"Changkat Bukit Utama, Bukit Utama 1, 47800, Selangor",3.150584,101.604312,,2286,SQUARE_FEET,Selangor,Bandar Utama,9 Bukit Utama Condominium
selangor,sale,850000,850000,"Taman Jenderam harmoni , Selangor",,,2800,2816,SQUARE_FEET,Selangor,Dengkil,
selangor,sale,1000000,1000000,"Jln usj 6, Usj 6 , 47610, Selangor",3.0501153,101.5893697,2400,2300,SQUARE_FEET,Selangor,Subang Jaya,
selangor,sale,690000,690000,"Facing Park 2 Storey House SPIRA Alam Impian, 40470, Selangor",,,1650,2100,SQUARE_FEET,Selangor,Shah Alam,
selangor,sale,1350000,1350000,"Jln pju 7/12a, Pju 7/12, 47800, Selangor",3.1571174,101.6031581,,1500,SQUARE_FEET,Selangor,Mutiara Damansara,
selangor,sale,1150000,1150000,"pju 7/12, Selangor",,,1400,1500,SQUARE_FEET,Selangor,Mutiara Damansara,
selangor,sale,1730000,1730000,"Jalan BSC 4/2, Bandar Seri Coalfields , 47000, Selangor",3.2456689,101.4843413,,2903,SQUARE_FEET,Selangor,Sungai Buloh,
selangor,sale,5750000,5750000,"Bungalow Kemensah Height, Ulu Kelang, Ampang, Selangor",,,10005,5000,SQUARE_FEET,Selangor,Ampang,
selangor,sale,610000,610000,"jalan anggun, Templer Residence Rawang, 48000, Selangor",3.3234398,101.541222,1680,1909,SQUARE_FEET,Selangor,Rawang,
selangor,sale,542000,542000,"Bandar Country Homes, 48000, Selangor",,,1500,1800,SQUARE_FEET,Selangor,Rawang,
selangor,sale,1548000,1488000,"Templer Park, Rawang, Selangor",3.301027,101.641705,23.88 acres,From 2897 - 2929,,Selangor,Rawang,Amantara - Maya & Mandara
selangor,sale,560000,560000,"Tamansari Dahlia Rawang, Selangor",,,1300,1685,SQUARE_FEET,Selangor,Rawang,
selangor,sale,3150000,3150000,"Sunway rymba hill, kota damansara, Sunway rymba hill, kota damansara, Selangor",3.168117000000001,101.599474,4275,4650,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,1458000,1065000,"Templer Park, Rawang, Selangor",3.301027,101.641705,23.88 acres,From 2545 - 2899,,Selangor,Rawang,Amantara - Samara & Samaya
selangor,sale,3100000,3100000,"rymba hill,  Kota Damansara, Selangor",,,4000,4650,SQUARE_FEET,Selangor,Kota Damansara,
selangor,sale,2850000,2850000,"Bandar sungai long, taming mutiara 2, the pearls, cheras, kajang, Selangor",3.0418032,101.7930748,7200,7000,SQUARE_FEET,Selangor,Bandar Sungai Long,
selangor,sale,1600000,1600000,"SERENO PARCEL 8, Empire Residence, 47820, Selangor",,,1352,4880,SQUARE_FEET,Selangor,Damansara Perdana,
selangor,sale,2092655,1814585,"Setia Eco Park, Shah Alam, Selangor",3.124278,101.473583,32’ x 75’ & 38’ x 70,From 2495 - 2833,,Selangor,Shah Alam,Precinct Arundina (Plathea 2)
selangor,sale,610000,610000,"Templer Residence,Rawang, Templer Residence,Rawang, 48000, Selangor",3.3176129,101.5360359,1540,1800,SQUARE_FEET,Selangor,Rawang,
selangor,sale,3000000,3000000,"Taman University Jalan SS3/80, Taman University , 47300, Selangor",3.1037336,101.6091537,7031,4266,SQUARE_FEET,Selangor,Kelana Jaya,
selangor,sale,2480000,2480000,"Jalan Puteri 8, Bandar Puteri 8, 47100, Selangor",3.0145581,101.624115,4500,3500,SQUARE_FEET,Selangor,Bandar Puteri Puchong,
selangor,sale,0,656000,"Kota Warisan, Sepang, Selangor",2.819829,101.694132,20x70 - 42x75,From 1907 - 2525,,Selangor,Sepang,Setia Warisan Tropika
selangor,sale,4200000,4200000,"Jalan Puteri 9/1A, Bandar Puteri 9, 47100, Selangor",3.0197699,101.6283077,6450,6280,SQUARE_FEET,Selangor,Bandar Puteri Puchong,
selangor,sale,3600000,3600000,"Jalan Puteri 9/2A, Bandar Puteri 9, 47100, Selangor",3.0196125,101.6303452,5000,5000,SQUARE_FEET,Selangor,Bandar Puteri Puchong,
selangor,sale,1700000,1700000,"jalan bu10, bu10, 47800, Selangor",,,1955,3000,SQUARE_FEET,Selangor,Bandar Utama,
selangor,sale,2350000,2350000,"Jalan Setia Damai U13/XX, Setia Damai 14 , Eco Ardence, Selangor",3.0991421,101.4656067,3400,5000,SQUARE_FEET,Selangor,Setia Alam,
selangor,sale,890000,890000,"SS5, SS 5, Kelana Jaya, SS5 Kelana Jaya, Selangor",3.1005311,101.605103,,2000,SQUARE_FEET,Selangor,Petaling Jaya,
selangor,sale,1070000,1070000,,3.1232001,101.4586178,1550,2550,SQUARE_FEET,Selangor,Setia Alam,
selangor,sale,920000,920000,"Elmina Valley 5 @ City of Elmina, Selangor",,,1650,2404,SQUARE_FEET,Selangor,Denai Alam,
selangor,sale,1680000,1680000,"JLN TENTERA U1, Temasya Citra Homes @ Temasya Glenmarie, 40150, Selangor",3.087977,101.581322,1960,2881,SQUARE_FEET,Selangor,Glenmarie,
selangor,sale,2500000,2500000,"Jalan U1/57, Temasya Citra Homes @ Temasya Glenmarie, 40150, Selangor",3.086586,101.581965,3360,4900,SQUARE_FEET,Selangor,Glenmarie,
selangor,sale,688000,688000,"Setia Impian 2 , Setia Alam, Setia Alam, Setia Impian 2, 40170, Selangor",3.0952055,101.4483139,1300,1300,SQUARE_FEET,Selangor,Setia Alam,
selangor,sale,3150000,3150000,"seri pilmoor, jalan PJU 1A/1, ARA DAMANSARA, SERI PILMOOR, Selangor",3.116984,101.610813,4000,4628,SQUARE_FEET,Selangor,Ara Damansara,
selangor,sale,18500000,18500000,"Jalan Eksekutif U1/6, Glenmarie Court, Shah Alam, Glenmarie Courts @ Temasya Glenmarie, 40150, Selangor",3.099039,101.585598,44600,9400,SQUARE_FEET,Selangor,Glenmarie,
selangor,sale,0,0,"Setia Safiro, Cyberjaya, Selangor",2.902733,101.63412,,From 2260 - 2300,,Selangor,Cyberjaya,Amadeo @ Setia Safiro
selangor,sale,920000,920000,"Setia Damai 15, Selangor",,,1680,2300,SQUARE_FEET,Selangor,Setia Alam,
selangor,sale,950000,950000,"SD9 Bandar Sri Damansara, 52200, Selangor",,,1650,2000,SQUARE_FEET,Selangor,Bandar Sri Damansara,
selangor,sale,867000,650000,"Bayuemas, Klang, Selangor",2.972611,101.438548,,From 1780 - 1877,,Selangor,Klang,Areca
selangor,sale,3680000,3680000,"Jalan U1/13a, Glenmarie Residence, Shah Alam, Glenmarie Residences @ Temasya Glenmarie, 40150, Selangor",3.093295,101.577439,7513,6100,SQUARE_FEET,Selangor,Shah Alam,
selangor,sale,3999000,3999000,"Jalan U1/13 Shah Alam, Glenmarie Residence @ Temasya Glenmarie, 40150, Selangor",3.093295,101.577439,6921,5600,SQUARE_FEET,Selangor,Glenmarie,
selangor,sale,4300000,4300000,"Jalan U1/13a, Shah Alam, Glenmarie Residence @ Temasya Glenmarie, 40150, Selangor",3.093295,101.577439,8826,5000,SQUARE_FEET,Selangor,Glenmarie,
selangor,sale,0,787000,"Setia EcoHill 2, Semenyih, Selangor",2.886163,101.845108,,From 2073 - 2273,,Selangor,Semenyih,Farina
selangor,sale,4700000,4700000,"Laman Rektor U1/7, Glenmarie Garden, Shah Alam, Glenmarie Gardens @ Temasya Glenmarie, 40150, Selangor",3.094823,101.582489,8730,6370,SQUARE_FEET,Selangor,Shah Alam,
selangor,sale,5700000,5700000,"Laman Rektor U1/7, Glenmarie Garden , Shah Alam, Glenmarie Gardens @ Temasya Glenmarie, 40150, Selangor",3.094823,101.582489,9332,6413,SQUARE_FEET,Selangor,Glenmarie,
selangor,sale,680000,680000,"Taman tun perak , taman jaya , Damai indah, Selangor",,,1170,1800,SQUARE_FEET,Selangor,Cheras,
selangor,sale,928000,725000,"Bayuemas, Klang, Selangor",2.9755,101.454323,,From 1852 - 2027,,Selangor,Klang,Gemilang
selangor,sale,665000,665000,"Bayan villa, Selangor",,,1800,2098,SQUARE_FEET,Selangor,Seri Kembangan,
selangor,sale,2080000,2080000,"Dremien,Eco Ardence, Selangor",,,3850,2411,SQUARE_FEET,Selangor,Setia Alam,
selangor,sale,1800000,1800000,"Monterey Eco Sanctuary , 42500, Selangor",,,3400,3113,SQUARE_FEET,Selangor,Kota Kemuning,
selangor,sale,607410,607410,"TAMAN PUTRA BUKIT RAHMAN PUTRA SUNGAI BULOH, Selangor",,,1500,1675,SQUARE_FEET,Selangor,Sungai Buloh,
selangor,sale,1650000,1650000,"Jalan Seroja, Taman East Utama, Selangor",3.1296449,101.6090266,1311,3200,SQUARE_FEET,Selangor,Petaling Jaya,
selangor,sale,2380000,2380000,"Jalan Setia Duta U13/21, Setia Eco Park, Shah Alam, 40170, Selangor",,,3484,3516,SQUARE_FEET,Selangor,Setia Eco Park,
selangor,sale,1700000,1700000,"Jalan Kemuning Palma, Corner Semi D, Kemuning Palma, Kemuning Utama, 40400, Selangor",3.009512,101.5459878,3500,3400,SQUARE_FEET,Selangor,Kota Kemuning,
selangor,sale,900000,900000,"Jalan SS17, SS17, 47500, Selangor",3.0790716,101.5807034,1680,2000,SQUARE_FEET,Selangor,Subang Jaya,
selangor,sale,2200000,2200000,"Jalan Setia Damai U13/14, Setia Damai 14, 40170, Selangor",3.100123,101.4683979,3400,4700,SQUARE_FEET,Selangor,Setia Alam,
